EX_pi_e,EX_mn2_e,EX_fe2_e,EX_glc__D_e,EX_zn2_e,EX_mg2_e,EX_ca2_e,EX_ni2_e,EX_cu2_e,EX_cobalt2_e,EX_mobd_e,EX_so4_e,EX_nh4_e,EX_k_e,EX_na1_e,EX_cl_e,EX_o2_e,EX_arg__L_e,EX_asn__L_e,EX_gln__L_e,growth rate,cost,production rate,is pareto
35.70792204691372,0.001,0.1,8.862001472370853,0.001,0.5426056785145127,0.0,0.001,0.001,0.0001,0.0005,1.3416535382232262,9.200430242533113,0.22299411332979316,95.58185561458983,0.3858758829330284,18.630601303871163,0.0,0.0,0.7434327991925631,3.2291887e-30,1040.4772,0.030074583,False
39.9598794622724,0.001,0.1,8.535987108031465,0.001,0.536478078234923,6.751637235350076,0.001,0.001,0.0001,0.0005,6.24919233678126,1.4052302856199779,9.299429691665589,78.93379695209464,4.290440263945226,18.19990138047846,6.752403999110176,8.478868711395528,4.190407866198279,0.85,3003.5254,0.017454965,False
0.0,0.001,0.1,9.348741389046907,0.001,0.006895170111639504,8.038311898302396,0.001,0.001,0.0001,0.0005,6.566774126650207,1.283640445898786,17.934764354170753,84.5108049640767,19.346484472101682,20.0,3.5713672921582598,2.2288055894724983,0.0,0.0,1206.13,0.04796707,False
3.7390124565293266,0.001,0.1,8.870137658830064,0.001,0.0,0.0,0.001,0.001,0.0001,0.0005,1.4016127781946353,10.0,9.339310493295299,100.0,8.243878908921014,20.0,0.0,0.0,2.427797780228031,0.0,634.27386,0.037090864,False
20.55535004005813,0.001,0.1,8.350150855793562,0.001,3.403051354828908,1.708314272723788,0.001,0.001,0.0001,0.0005,1.3706161530160181,5.505072259335774,0.0,79.12964244204042,12.71583971103876,19.4491416033414,0.0,0.0,3.2436849355505815,0.0,987.50604,0.033825003,False
5.610307299176321,0.001,0.1,7.076150575270075,0.001,5.378958436837734,4.444185627780302,0.001,0.001,0.0001,0.0005,1.0032942290041704,2.4086534334396545,2.728813162882735,42.42185673606001,12.77267751341463,15.22872601459255,9.186388906734425,7.772805548305522,1.6420699833778254,0.85,1909.5244,0.007456001,False
4.476683550606515,0.001,0.1,10.0,0.001,0.3961667394632523,2.994275358157984,0.001,0.001,0.0001,0.0005,1.286854573250594,0.0,13.459227483081257,75.14504768385237,15.048198064839893,11.635783495467217,0.7444341288734736,0.0,0.0,0.25520232,640.2914,0.0,False
0.0,0.001,0.1,5.1411525517991725,0.001,4.144641030508344,1.1705153045566332,0.001,0.001,0.0001,0.0005,0.9941237221557103,0.0,11.252743177434496,26.553181484442035,5.178589059168538,14.79512082735367,6.379888439194163,4.447743275976279,0.0,5.289936e-14,1213.0748,0.036307596,False
11.513768408530305,0.001,0.1,10.0,0.001,0.0,6.501192043511114,0.001,0.001,0.0001,0.0005,1.3710758611583485,9.554420451034337,8.04734171373733,98.58756465813931,16.965839321753247,16.743599594893755,2.997487054498868,1.3235069045473704,0.0,0.0,1051.6947,0.043913517,False
0.0,0.001,0.1,6.02988600926376,0.001,3.8696523875696953,0.0,0.001,0.001,0.0001,0.0005,0.0,0.0,14.298668224605631,16.155022012191424,6.296673114206649,12.778097310433939,3.1847816075728264,2.3893408100184184,0.0,0.0,854.56714,0.0,False
19.680827328189032,0.001,0.1,10.0,0.001,5.085930257408808,5.307815061290386,0.001,0.001,0.0001,0.0005,6.1861248636934585,0.0,11.560867173665468,68.18920701627331,11.92786090037382,11.394091395335133,1.51853761439127,0.0,0.9701408784366523,0.72152746,1297.5874,0.0,False
24.819068045896632,0.001,0.1,9.67355052715919,0.001,0.0,6.820316531489723,0.001,0.001,0.0001,0.0005,1.3975786209694863,10.0,4.253903597019742,100.0,17.26050259658576,19.03057097595179,8.461008863124764,5.43980594335789,4.12890609330007,0.0,2338.8342,0.056169376,False
38.987152536508525,0.001,0.1,10.0,0.001,0.0,7.782714190818687,0.001,0.001,0.0001,0.0005,1.3923615966149838,9.091022168373964,2.25333063447298,92.59331817536089,16.061267082331486,17.42117680299721,8.26436646793108,4.299820388629392,7.251291108033274,0.0,2774.3516,0.05463479,False
